Main_Account_ID,Main_Account_Name,Customer_type,Company_Status,Gross_Turnover,Amount,Invoice_count,Main_account_count,SKU_count,Cluster,Gross_Turnover_percluster,Amount_percluster,Invoice_count_percluster,Customer_count_percluster,GT_share%_incluster,Broadband and Internet Services,Business Solutions,Cloud and Hosting Services,Data and Analytics,Devices and Accessories,Digital Transformation Services,IoT and Smart Solutions,Mobile Services,Network and Infrastructure,Security and Privacy,Television and Entertainment,Cluster_Label
57266,Customer Group_195,D,Normal,386.7376,116,2,1,5,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
57337,Customer Group_510,A-B,Normal,360115.4298,29139,505,1,511,0,482424738.9238,44136513,177729,1886,0.07,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
57394,Customer Group_3870,A-B,Normal,2754.8694,527,3,1,8,1,54267509.927,6574665,16023,439,0.01,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
57402,Customer Group_635,D,Normal,4050.4528,201,11,1,11,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
57406,Customer Group_3070,D,Active,2005.9893,6,4,1,4,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
57412,Customer Group_636,D,Active,2824.5366,104,6,1,8,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
57417,Customer Group_3862,D,Normal,44414.5033,5345,14,1,36,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
57494,Customer Group_2336,D,Normal,3553.5851000000002,67,6,1,8,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
57507,Customer Group_2779,D,Normal,2384.9009,127,6,1,5,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
57512,Customer Group_888,D,Active,873.0849000000001,115,3,1,4,1,54267509.927,6574665,16023,439,0.0,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
57549,Customer Group_1266,A-B,Normal,41439.3483,20627,21,1,46,1,54267509.927,6574665,16023,439,0.08,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
575610,Customer Group_4511,D,Active,1381.1834000000001,57,4,1,15,1,54267509.927,6574665,16023,439,0.0,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
57581,Customer Group_3775,D,Normal,2991.0048,14,2,1,4,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
57610,Customer Group_666,D,Normal,19010.1468,182,27,1,41,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
57611,Customer Group_4100,A-B,Normal,40737.5982,1954,3,1,3,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
57623,Customer Group_1465,D,Normal,6968.5,5,5,1,5,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
57663,Customer Group_1523,C,Normal,108761.1512,1918,33,1,52,0,482424738.9238,44136513,177729,1886,0.02,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
57666,Customer Group_1576,A-B,Normal,269584.7557,32504,217,1,395,2,189788119.6013,15100916,63173,1405,0.14,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
57692,Customer Group_1667,D,Normal,47734.5437,2228,36,1,71,2,189788119.6013,15100916,63173,1405,0.03,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
57705,Customer Group_3653,C,Active,1080.5419,434,6,1,22,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
57731,Customer Group_2816,A-B,Active,8605.0267,2319,12,1,18,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
57776,Customer Group_3178,D,Normal,9.288599999999999,2,2,1,2,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
57780,Customer Group_2222,D,Normal,1653.1478,11,4,1,6,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
57827,Customer Group_1466,A-B,Normal,233256.4025,5641,71,1,81,0,482424738.9238,44136513,177729,1886,0.05,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
57879,Customer Group_2417,C,Normal,1393.0227,2,2,1,2,1,54267509.927,6574665,16023,439,0.0,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
57945,Customer Group_2181,C,Normal,31923.442600000002,30,5,1,13,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
57956,Customer Group_1363,D,Active,3103.9246,124,7,1,16,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
57958,Customer Group_2528,A-B,Normal,193177.0299,6522,94,1,147,0,482424738.9238,44136513,177729,1886,0.04,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58028,Customer Group_2418,D,Normal,2831.4508,32,5,1,5,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58052,Customer Group_4117,D,Normal,7487.6376,64,4,1,5,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
580600,Customer Group_4869,C,Normal,55290.0152,2281,47,1,41,1,54267509.927,6574665,16023,439,0.1,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
58074,Customer Group_1467,A-B,Normal,499419.4678,31306,311,1,487,2,189788119.6013,15100916,63173,1405,0.26,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58114,Customer Group_1134,A-B,Normal,209642.63760000002,33566,162,1,266,0,482424738.9238,44136513,177729,1886,0.04,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58132,Customer Group_2821,D,Normal,5657.2566,19,4,1,5,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58139,Customer Group_637,D,Active,950.7523,3,2,1,2,1,54267509.927,6574665,16023,439,0.0,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
58158,Customer Group_2337,D,Normal,11112.086,615,11,1,14,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58166,Customer Group_889,D,Normal,3251.8091999999997,15,5,1,7,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58168,Customer Group_1578,A-B,Normal,702350.6346999999,47462,94,1,105,2,189788119.6013,15100916,63173,1405,0.37,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58230,Customer Group_1468,A-B,Normal,191068.3308,20265,186,1,275,0,482424738.9238,44136513,177729,1886,0.04,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58243,Customer Group_2024,A-B,Normal,74998.9283,4368,12,1,102,2,189788119.6013,15100916,63173,1405,0.04,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58256,Customer Group_3777,D,Active,2250.2781999999997,89,3,1,5,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58257,Customer Group_3807,A-B,Normal,22278.3807,461,7,1,14,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58262,Customer Group_1872,A-B,Active,12370.6629,5381,16,1,19,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58311,Customer Group_3012,D,Active,27366.027799999996,15,3,1,4,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58317,Customer Group_3208,D,Normal,7499.5722000000005,222,6,1,8,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
583300,Customer Group_4870,D,Normal,42365.8649,3078,33,1,51,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58358,Customer Group_2959,D,Normal,2579.4264000000003,265,7,1,5,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58362,Customer Group_1364,D,Active,2985.5904,312,13,1,29,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58389,Customer Group_310,A-B,Normal,70269.2999,3141,60,1,133,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58396,Customer Group_2960,D,Normal,5944.8835,26,6,1,10,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58401,Customer Group_890,D,Active,34532.7138,1024,57,1,59,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58406,Customer Group_3285,D,Normal,699.0432999999999,16,4,1,9,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58414,Customer Group_2754,D,Active,5577.1378,613,6,1,10,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58418,Customer Group_1668,D,Normal,86264.3109,936,30,1,43,0,482424738.9238,44136513,177729,1886,0.02,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58428,Customer Group_1767,C,Normal,80553.3495,5981,55,1,131,0,482424738.9238,44136513,177729,1886,0.02,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58436,Customer Group_891,D,Active,2051.2952999999998,119,7,1,11,1,54267509.927,6574665,16023,439,0.0,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
58454,Customer Group_892,D,Active,1973.1186,7,2,1,5,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58457,Customer Group_1365,D,Active,1743.7066,603,3,1,6,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58477,Customer Group_2579,D,Normal,33641.4153,524,10,1,23,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58534,Customer Group_511,A-B,Normal,1063108.3389,37987,205,1,222,2,189788119.6013,15100916,63173,1405,0.56,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58582,Customer Group_512,A-B,Normal,1228561.9764999999,97762,212,1,594,2,189788119.6013,15100916,63173,1405,0.65,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58655,Customer Group_1919,A-B,Normal,325850.17710000003,224731,229,1,376,2,189788119.6013,15100916,63173,1405,0.17,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58659,Customer Group_2709,A-B,Normal,41948.1894,120,11,1,15,1,54267509.927,6574665,16023,439,0.08,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
58676,Customer Group_3864,D,Normal,4758.922,3604,6,1,14,1,54267509.927,6574665,16023,439,0.01,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
58689,Customer Group_1135,D,Active,5356.8168,64,5,1,18,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58736,Customer Group_3409,D,Active,1017.4824000000001,37,4,1,4,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
58763,Customer Group_2603,C,Normal,702435.3231,15382,71,1,106,0,482424738.9238,44136513,177729,1886,0.15,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58809,Customer Group_1524,C,Normal,161880.6049,37425,15,1,25,0,482424738.9238,44136513,177729,1886,0.03,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58812,Customer Group_2774,D,Normal,3765.1835,991,3,1,11,1,54267509.927,6574665,16023,439,0.01,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
58888,Customer Group_1366,D,Active,2837.7401,15,6,1,6,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58893,Customer Group_1367,D,Normal,357.8922,206,4,1,5,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
58933,Customer Group_1768,C,Normal,39863.6224,347,30,1,62,1,54267509.927,6574665,16023,439,0.07,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
58980,Customer Group_640,D,Normal,1906.897,2,2,1,2,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59022,Customer Group_1669,A-B,Normal,1133.2206,2,1,1,2,1,54267509.927,6574665,16023,439,0.0,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
590220,Customer Group_435,A-B,Normal,7178587.4758,493520,1926,1,5498,0,482424738.9238,44136513,177729,1886,1.49,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59030,Customer Group_2911,D,Normal,11562.4792,1172,7,1,11,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
590400,Customer Group_4826,A-B,Normal,85104.7408,9167,91,1,124,0,482424738.9238,44136513,177729,1886,0.02,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
590560,Customer Group_5528,D,Normal,7538.9709,15,4,1,2,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59069,Customer Group_893,D,Normal,1782.6381999999999,23,8,1,14,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
590900,Customer Group_5482,D,Normal,8679.1828,15,6,1,7,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59109,Customer Group_2268,D,Normal,35345.4647,1418,8,1,10,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
591340,Customer Group_1240,A-B,Normal,352796.6849,4579,155,1,236,2,189788119.6013,15100916,63173,1405,0.19,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59146,Customer Group_894,D,Normal,30387.5512,9,4,1,3,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59191,Customer Group_1839,D,Normal,26546.5696,847,6,1,12,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
592000,Customer Group_4827,A-B,Normal,15888.6535,5357,17,1,45,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59209,Customer Group_3676,D,Normal,14588.4852,46,7,1,18,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
592230,Customer Group_5147,C,Normal,10849.774099999999,19,4,1,6,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
592690,Customer Group_5562,D,Normal,24738.5958,353,12,1,43,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59276,Customer Group_641,D,Active,19467.8228,689,49,1,127,1,54267509.927,6574665,16023,439,0.04,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
59415,Customer Group_3179,D,Normal,1510.7965,211,3,1,12,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59424,Customer Group_2893,A-B,Normal,1924.6662,173,3,1,2,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59459,Customer Group_2479,A-B,Active,36873.6518,2748,14,1,22,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59466,Customer Group_2816,A-B,Active,6866.862,465,16,1,35,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59472,Customer Group_1269,C,Normal,131394.6154,2113,118,1,192,0,482424738.9238,44136513,177729,1886,0.03,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59489,Customer Group_2618,C,Active,430313.012,22614,11,1,3,2,189788119.6013,15100916,63173,1405,0.23,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59512,Customer Group_2269,D,Normal,2038.4,19,1,1,1,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59652,Customer Group_1137,C,Active,54654.406,3343,69,1,140,2,189788119.6013,15100916,63173,1405,0.03,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59692,Customer Group_1270,A-B,Normal,833871.2002,30544,201,1,236,2,189788119.6013,15100916,63173,1405,0.44,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59708,Customer Group_3808,A-B,Normal,45570.9057,449,11,1,33,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59717,Customer Group_3323,D,Normal,717.3494,1,1,1,1,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59751,Customer Group_2027,D,Normal,30106.1312,15656,25,1,31,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59791,Customer Group_2419,D,Active,7999.3885,147,3,1,7,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59797,Customer Group_896,D,Normal,27724.2705,611,21,1,49,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59847,Customer Group_1368,D,Normal,3897.5402999999997,106,6,1,8,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59869,Customer Group_1721,D,Active,1439.7754,280,3,1,12,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59883,Customer Group_1670,A-B,Normal,11278.5025,186,13,1,21,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59889,Customer Group_1271,C,Normal,74182.3011,7010,123,1,192,2,189788119.6013,15100916,63173,1405,0.04,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59904,Customer Group_2028,D,Active,6776.5528,182,4,1,2,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
59922,Customer Group_1138,A-B,Active,11210.4473,180,23,1,32,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59928,Customer Group_2710,C,Normal,110975.7202,17506,62,1,79,0,482424738.9238,44136513,177729,1886,0.02,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
59959,Customer Group_2711,D,Active,1814.1362,60,3,1,3,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
600030,Customer Group_4428,A-B,Normal,46881.923800000004,674,17,1,10,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
60027,Customer Group_642,D,Active,5926.6378,165,5,1,8,1,54267509.927,6574665,16023,439,0.01,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
60028,Customer Group_898,D,Normal,1123.0240000000001,64,3,1,5,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
600450,Customer Group_4959,A-B,Normal,272949.9125,39236,256,1,449,2,189788119.6013,15100916,63173,1405,0.14,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
600500,Customer Group_4970,C,Normal,30908.55,1025,20,1,29,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
60051,Customer Group_2029,D,Normal,2789.8853,3309,4,1,4,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
60052,Customer Group_1272,A-B,Normal,159390.4521,656,42,1,51,2,189788119.6013,15100916,63173,1405,0.08,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
600560,Customer Group_4908,D,Normal,75970.3682,985,35,1,93,0,482424738.9238,44136513,177729,1886,0.02,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
60091,Customer Group_513,A-B,Normal,55132.6095,6740,72,1,126,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
60112,Customer Group_4221,D,Normal,30658.1715,4997,4,1,8,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
60133,Customer Group_1140,C,Normal,75242.7844,11135,18,1,35,0,482424738.9238,44136513,177729,1886,0.02,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
601500,Customer Group_4512,A-B,Normal,1058991.59,14571,159,1,219,0,482424738.9238,44136513,177729,1886,0.22,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
60170,Customer Group_2030,A-B,Normal,26951.766,13521,22,1,57,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
60189,Customer Group_2682,D,Normal,4651.0058,118,6,1,7,1,54267509.927,6574665,16023,439,0.01,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
60237,Customer Group_1769,C,Normal,190946.6225,4550,97,1,96,0,482424738.9238,44136513,177729,1886,0.04,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
60308,Customer Group_3376,D,Normal,5045.2095,19,4,1,6,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
60332,Customer Group_1942,D,Normal,10142.5466,106,6,1,14,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
